Normalized X,Normalized Y
0.12299465240641712,0.5614285714285714
0.1323529411764706,0.5614285714285714
0.8128342245989305,0.5242857142857142
0.8262032085561497,0.5242857142857142
0.33689839572192515,0.5371428571428571
0.3649732620320856,0.45285714285714285
0.07219251336898395,0.48428571428571426
0.10294117647058823,0.4857142857142857
0.6363636363636364,0.4742857142857143
0.6697860962566845,0.47714285714285715
0.0748663101604278,0.4828571428571429
0.10561497326203209,0.4957142857142857
0.23796791443850268,0.55
0.9224598930481284,0.5357142857142857
0.9371657754010695,0.5385714285714286
0.8114973262032086,0.5228571428571429
0.8262032085561497,0.5228571428571429
0.23796791443850268,0.5485714285714286
0.27807486631016043,0.5428571428571428
0.20989304812834225,0.5614285714285714
0.2767379679144385,0.5485714285714286
0.8288770053475936,0.49714285714285716
0.8475935828877005,0.49714285714285716
0.7205882352941176,0.48714285714285716
0.7566844919786097,0.48
0.660427807486631,0.45142857142857146
0.6898395721925134,0.5571428571428572
0.14171122994652408,0.48714285714285716
0.15240641711229946,0.48714285714285716
0.29010695187165775,0.4742857142857143
0.3048128342245989,0.4757142857142857
0.9518716577540107,0.48
0.9585561497326203,0.4785714285714286
0.8088235294117647,0.5085714285714286
0.8302139037433155,0.5085714285714286
0.4344919786096257,0.41714285714285715
0.13903743315508021,0.4942857142857143
0.39037433155080214,0.48428571428571426
0.4144385026737968,0.4757142857142857
0.766042780748663,0.4857142857142857
0.06951871657754011,0.48714285714285716
0.10427807486631016,0.48857142857142855
0.5882352941176471,0.5442857142857143
0.6056149732620321,0.5442857142857143
0.9237967914438503,0.5385714285714286
0.9371657754010695,0.54
0.8315508021390374,0.4857142857142857
0.8435828877005348,0.48428571428571426
0.3917112299465241,0.4757142857142857
0.39705882352941174,0.4742857142857143
0.37433155080213903,0.5014285714285714
0.4050802139037433,0.4957142857142857
0.5080213903743316,0.53
0.16042780748663102,0.5128571428571429
0.1697860962566845,0.5557142857142857
0.5467914438502673,0.4685714285714286
0.5748663101604278,0.47285714285714286
0.7446524064171123,0.4685714285714286
0.7526737967914439,0.4685714285714286
0.21390374331550802,0.5671428571428572
0.27941176470588236,0.5271428571428571
0.3729946524064171,0.49714285714285716
0.3997326203208556,0.4957142857142857
0.13770053475935828,0.49857142857142855
0.1590909090909091,0.49714285714285716
0.410427807486631,0.49
0.7887700534759359,0.49
0.8074866310160428,0.48857142857142855
0.7433155080213903,0.4742857142857143
0.7540106951871658,0.4742857142857143
0.8596256684491979,0.5528571428571428
0.8957219251336899,0.5128571428571429
0.44786096256684493,0.4442857142857143
0.49064171122994654,0.45285714285714285
0.20989304812834225,0.5628571428571428
0.27540106951871657,0.5614285714285714
0.11096256684491979,0.5314285714285714
0.1270053475935829,0.5714285714285714
0.2393048128342246,0.5385714285714286
0.2606951871657754,0.53
0.7219251336898396,0.48428571428571426
0.7967914438502673,0.48714285714285716
0.2994652406417112,0.46571428571428575
0.3114973262032086,0.5257142857142857
0.5106951871657754,0.5314285714285714
0.5387700534759359,0.5342857142857143
0.24064171122994651,0.5514285714285714
